,Chiral_indice_n,Chiracl_indice_m,Initial_atomic_coordinate_u,Initial_atomic_coordinate_v,Initial_atomic_coordinate_w,Calculated_atomic_coordinate_u,Calculated_atomic_coordiante_v,Calculated_atomic_coordinate_w
3018,7,4,603599,886404,636925,607162,89536,636799
3019,7,4,691229,899889,663806,695498,906709,663752
3020,7,4,642156,894889,696064,644802,899931,696021
3021,7,4,857667,833964,685312,860728,835842,685301
3022,7,4,830276,860581,71757,833683,863204,717537
3023,7,4,873954,809975,744451,878981,812275,744411
3024,7,4,851413,84121,77671,857379,845451,776597
3025,7,4,876252,570502,15843,880539,569974,15846
3026,7,4,891119,622903,190688,897149,624358,190651
3027,7,4,860581,530305,21757,864329,52981,217542
3028,7,4,880625,583761,249828,884946,584341,249844
3029,7,4,697015,297014,239075,699787,294215,238993
3030,7,4,742117,345297,271333,746719,342315,27123
3031,7,4,660784,263184,298215,664072,258666,298175
3032,7,4,70866,308771,330473,713195,305021,330397
3033,7,4,422721,121463,31972,421521,119621,319588
3034,7,4,476297,142333,351978,476245,139977,351801
3035,7,4,383411,110322,37886,381529,105573,378751
3036,7,4,436021,126046,411118,434875,119809,410996
3037,7,4,185713,12855,400365,181109,124364,400424
3038,7,4,221913,111938,432623,217258,105331,432617
3039,7,4,16229,145474,459505,158369,141419,459572
3040,7,4,19425,123748,491763,191234,119583,49182
3041,7,4,100343,314856,481011,9705,31394,480988
3042,7,4,101702,268776,513269,98621,267587,513235
3043,7,4,104109,351679,54015,98853,35073,540151
3044,7,4,99999,302985,572408,94282,301164,572408
3045,7,4,207802,590491,561656,204374,592451,561691
3046,7,4,173663,537176,593914,170072,538486,59391
3047,7,4,236939,629446,620796,234752,632852,620743
3048,7,4,198742,577279,653054,194969,579582,65296
3049,7,4,456241,822465,642301,457592,828979,642274
3050,7,4,403076,787639,674559,403046,791865,674453
3051,7,4,496692,844758,701441,497957,848614,70145
3052,7,4,442837,814287,733699,442363,816211,733633
3053,7,4,725793,898856,722946,7286,902028,722965
3054,7,4,679254,899321,755204,681401,902061,755203
3055,7,4,75804,89373,782086,763329,89888,782029
3056,7,4,714512,899657,814344,718208,904135,814217
3057,7,4,886404,782805,803591,893107,78637,803555
3058,7,4,868944,818337,835849,875412,822817,835783
3059,7,4,894889,752733,862731,901499,755732,862692
3060,7,4,882689,792198,894989,888116,795258,894969
3061,7,4,84121,489797,27671,846204,488656,276744
3062,7,4,866225,543759,308968,870995,543765,30895
3063,7,4,818337,449393,335849,822851,447843,335855
3064,7,4,848066,503308,368107,852802,502491,3681
3065,7,4,622903,231784,357355,624397,228744,357301
3066,7,4,673063,274207,389613,67566,270243,389595
3067,7,4,583761,203136,416494,584415,197034,41648
3068,7,4,635689,24196,448753,636739,235928,448791
3069,7,4,345297,10318,438,342134,95642,437951
3070,7,4,396401,113596,470258,393579,104844,470248
3071,7,4,308771,100111,49714,305517,93675,497215
3072,7,4,357844,105111,529398,356341,100761,52948
3073,7,4,142333,166036,518645,140265,164783,518683
3074,7,4,169724,139419,550903,167018,137234,550895
3075,7,4,126046,190025,577785,12106,187371,577785
3076,7,4,148587,15879,610043,142514,154121,61001
3077,7,4,111938,390024,59929,10665,389449,599377
3078,7,4,1024,339216,631548,97494,337848,631589
3079,7,4,123748,429498,65843,119461,430026,65846
3080,7,4,108881,377097,690688,102851,375642,690651
3081,7,4,268776,667074,679935,266527,670965,679829
3082,7,4,226911,616589,712193,224208,617892,712012
3083,7,4,302985,702986,739075,300212,705785,738993
3084,7,4,257883,654703,771333,253281,657685,77123
3085,7,4,537176,863513,76058,537926,864916,760592
3086,7,4,483184,83771,792839,482292,839124,792753
3087,7,4,577279,878537,81972,578479,880379,819588
3088,7,4,523703,857667,851978,523755,860023,851801
3089,7,4,787639,884563,841226,792441,889219,841224
3090,7,4,74757,895891,873484,750946,900143,873451
3091,7,4,814287,87145,900365,818891,875636,1
3092,7,4,778087,888062,932623,782742,894669,932617
3093,7,4,899321,720068,921871,905138,722442,921943
3094,7,4,892507,763061,954129,897072,766273,954143
3095,7,4,899657,685144,314344,903533,686083,31438
3096,7,4,895891,648321,373484,901448,649105,373562
3097,7,4,900001,697015,405742,905684,698441,405805
3098,7,4,792198,409509,394989,795353,407064,395034
3099,7,4,826337,462824,427247,829708,460908,427294
3100,7,4,763061,370554,454129,765819,366509,454194
3101,7,4,801258,422721,486387,806411,41941,486415
3102,7,4,543759,177535,475634,543104,170515,475717
3103,7,4,596924,212361,507892,598104,207586,507928
3104,7,4,503308,155242,534774,503111,15141,534914
3105,7,4,557163,185713,567032,558314,183782,567115
3106,7,4,274207,101144,556279,272359,98894,556364
3107,7,4,320746,100679,588537,318948,98315,588611
3108,7,4,24196,10627,615419,23714,101398,615449
3109,7,4,285488,100343,647677,281982,95555,647662
3110,7,4,113596,217195,636925,106208,212663,636962
3111,7,4,131056,181663,669183,124186,176328,669169
3112,7,4,105111,247267,696064,98613,243879,696061
3113,7,4,117311,207802,728322,112177,204561,728331
3114,7,4,139419,469695,71757,135671,47019,717542
3115,7,4,119375,416239,749828,115054,415658,749844
3116,7,4,15879,510203,77671,153795,511343,776744
3117,7,4,133775,456241,808968,129005,456235,80895
3118,7,4,339216,736816,798215,335928,741334,798175
3119,7,4,29134,691229,830473,286805,694979,830397
3120,7,4,377097,768216,857355,375603,771256,857301
3121,7,4,326937,725793,889613,32434,729756,889595
3122,7,4,616589,889678,87886,618471,894426,878751
3123,7,4,563979,873954,911118,565125,880191,910996
3124,7,4,654703,89682,938,657866,904358,937951
3125,7,4,603599,886404,970258,606421,895156,970248
3126,7,4,83771,854526,959505,841631,858581,959572
3127,7,4,80575,876252,991763,808766,880417,99182
3128,7,4,888062,609976,432623,893232,609865,432738
3129,7,4,8976,660784,464882,90291,661285,464987
3130,7,4,876252,570502,491763,881438,569049,49188
3131,7,4,891119,622903,524021,898073,623276,524089
3132,7,4,731224,332926,513269,735242,327896,513371
3133,7,4,773089,383411,545527,777896,38071,5456
3134,7,4,697015,297014,572408,700623,293441,572557
3135,7,4,742117,345297,604666,747194,341831,604791
3136,7,4,462824,136487,593914,462198,135149,594035
3137,7,4,516816,16229,626172,517686,160236,626189
3138,7,4,422721,121463,653054,421544,118713,653013
3139,7,4,476297,142333,685312,476283,138706,685223
3140,7,4,212361,115437,674559,207658,110376,67463
3141,7,4,25243,104109,706817,249439,99794,706823
3142,7,4,185713,12855,733699,18166,124576,73377
3143,7,4,221913,111938,765957,218124,106435,765978
3144,7,4,100679,279932,755204,9557,277921,755295
3145,7,4,107493,236939,787462,102695,23385,787492
3146,7,4,100343,314856,814344,96467,313917,81438
3147,7,4,101702,268776,846602,97596,267309,846642
3148,7,4,181663,550607,835849,177149,552157,835855
3149,7,4,151934,496692,868107,147198,497509,8681
3150,7,4,207802,590491,894989,204647,592936,895034
3151,7,4,173663,537176,927247,170292,539092,927294
3152,7,4,416239,796864,916494,415585,802965,91648
3153,7,4,364311,75804,948753,363261,764072,948791
3154,7,4,456241,822465,975634,456896,829485,975717
3155,7,4,691229,899889,99714,694483,906325,997215
3156,7,4,860581,530305,550903,866748,528817,551039
3157,7,4,880625,583761,583161,885827,583707,583251
3158,7,4,84121,489797,610043,846734,48825,610174
3159,7,4,866225,543759,642301,870921,54376,642347
3160,7,4,660784,263184,631548,66399,258111,63166
3161,7,4,70866,308771,663806,712888,304798,663855
3162,7,4,622903,231784,690688,624499,22769,690701
3163,7,4,673063,274207,722946,675998,269543,72297
3164,7,4,383411,110322,712193,381587,104775,712142
3165,7,4,436021,126046,744451,435086,119486,744349
3166,7,4,345297,10318,771333,3425,96133,7713
3167,7,4,396401,113596,803591,393856,105808,803614
3168,7,4,16229,145474,792839,158664,142159,792913
3169,7,4,19425,123748,825097,190918,119779,825134
3170,7,4,142333,166036,851978,139151,164228,852034
3171,7,4,169724,139419,884236,165951,136655,884271
3172,7,4,104109,351679,873484,98552,350895,873562
3173,7,4,99999,302985,905742,94316,301558,905805
3174,7,4,111938,390024,932623,106768,390135,932738
3175,7,4,1024,339216,964882,9709,338715,964987
3176,7,4,236939,629446,954129,234181,633491,954194
3177,7,4,198742,577279,986387,193589,58059,986415
3178,7,4,899657,685144,647677,903576,686174,647649
3179,7,4,818337,449393,669183,822163,447877,66929
3180,7,4,848066,503308,701441,852458,502336,701455
3181,7,4,792198,409509,728322,795501,406775,728369
3182,7,4,826337,462824,76058,829798,460884,760606
3183,7,4,583761,203136,749828,584673,196273,749844
3184,7,4,635689,24196,782086,636947,235768,782116
3185,7,4,543759,177535,808968,543287,171146,809067
3186,7,4,596924,212361,841226,597942,208422,841282
3187,7,4,308771,100111,830473,305327,94231,830546
3188,7,4,357844,105111,862731,355712,100656,862798
3189,7,4,274207,101144,889613,271214,97934,889689
3190,7,4,320746,100679,921871,318275,97765,921924
3191,7,4,126046,190025,911118,12081,187574,911189
3192,7,4,148587,15879,943376,142561,154551,943378
3193,7,4,113596,217195,970258,106722,213944,970293
3194,7,4,123748,429498,991763,118562,430951,99188
3195,7,4,895891,648321,706817,901305,649045,706798
3196,7,4,900001,697015,739075,905481,698339,739014
3197,7,4,888062,609976,765957,892746,609838,765984
3198,7,4,8976,660784,798215,902377,661515,798212
3199,7,4,763061,370554,787462,7659,366538,787488
3200,7,4,801258,422721,81972,806215,419929,819673
3201,7,4,731224,332926,846602,734943,329098,846648
3202,7,4,773089,383411,87886,777838,382365,878798
3203,7,4,503308,155242,868107,50264,152404,868238
3204,7,4,557163,185713,900365,558208,185404,900398
3205,7,4,462824,136487,927247,462162,135888,927302
3206,7,4,516816,16229,959505,517546,161507,959449
3207,7,4,24196,10627,948753,236599,101087,94879
3208,7,4,285488,100343,981011,281778,95881,980957
3209,7,4,876252,570502,825097,881001,569478,825117
3210,7,4,891119,622903,857355,898517,624518,85729
3211,7,4,860581,530305,884236,867266,530461,884247
3212,7,4,880625,583761,916494,887297,585122,916524
3213,7,4,697015,297014,905742,700575,295171,905774
3214,7,4,742117,345297,938,747584,343104,937973
3215,7,4,660784,263184,964882,663931,259738,964848
3216,7,4,70866,308771,99714,712952,305918,997066
3217,7,4,422721,121463,986387,421566,119736,986298
3218,7,4,84121,489797,943376,848919,489316,943384
3219,7,4,866225,543759,975634,872077,544345,975581
3220,7,4,899657,685144,981011,90295,68606,980988
3221,7,5,907826,737041,1176,915842,74746,12131
3222,7,5,909353,717401,66806,911922,723306,67203
3223,7,5,674354,908175,20934,680198,92055,2101
3224,7,5,870708,836254,14818,878679,848078,15122
3225,7,5,841842,866362,4387,848689,878219,44139
3226,7,5,880131,822219,69864,884819,831011,70259
3227,7,5,854276,855199,98916,858318,863958,99275
3228,7,5,538374,872365,23992,541305,878918,24099
3229,7,5,479409,843994,53044,481301,849404,53199
3230,7,5,745093,906776,46928,752245,920828,47213
3231,7,5,695419,909475,7598,70124,922935,7627
3232,7,5,763594,903326,101974,769911,916346,102418
3233,7,5,715835,909415,131026,721444,922073,131491
3234,7,5,888291,807113,12491,892157,813558,125214
3235,7,5,865533,842856,153962,870506,850602,154251
3236,7,5,895161,790988,179956,898488,794958,18014
3237,7,5,875576,829373,209008,878087,832578,20928
3238,7,5,12687,459789,7173,121247,45999,7149
3239,7,5,320432,729051,1057,32104,732472,112
3240,7,5,269421,677907,30109,269128,680363,302
3241,7,5,34194,748235,56103,342346,751744,56304
3242,7,5,289309,698869,85155,288264,700806,85306
3243,7,5,561805,881579,79038,564482,889685,79349
3244,7,5,503012,856235,10809,503931,861743,108391
3245,7,5,585031,889526,134084,587366,898412,134524
3246,7,5,526605,867292,163136,527095,872637,16353
3247,7,5,78122,898536,15702,787162,909381,157503
3248,7,5,735533,907995,186072,739887,917192,18657
3249,7,5,797911,892422,212066,801229,898201,212568
3250,7,5,754449,905219,241118,7557,908515,241611
3251,7,5,900719,773895,235002,903184,774767,235127
3252,7,5,884371,814797,264054,886732,815354,264228
3253,7,5,904945,755893,290048,910715,757453,290149
3254,7,5,891889,799175,3191,898667,801943,319145
3255,7,5,91674,323977,10231,81187,321392,10122
3256,7,5,91241,272684,39283,80718,268961,39049
3257,7,5,168302,54229,33167,166469,543481,33222
3258,7,5,137225,48334,62219,133484,482995,62216
3259,7,5,1827,565692,88213,17973,566353,88272
3260,7,5,148786,506947,117265,143549,505799,117208
3261,7,5,363974,766594,111148,363659,769116,111425
3262,7,5,309897,719169,1402,308416,719977,14041
3263,7,5,38646,784068,166194,385472,786421,166498
3264,7,5,331116,738742,195246,32811,738411,195407
3265,7,5,607975,896179,18913,60918,902664,189656
3266,7,5,55011,877129,218182,548916,879669,218621
3267,7,5,630559,901516,244176,629968,904614,244717
3268,7,5,573449,885713,273228,570797,886193,27366
3269,7,5,813613,885005,267112,813991,885158,267499
3270,7,5,77252,901097,296164,772857,901209,296532
3271,7,5,828273,876309,322158,831642,877558,322334
3272,7,5,789686,895643,35121,792666,896921,351338
3273,7,5,907826,737041,345093,918035,740749,345094
3274,7,5,898105,782559,374145,908876,78724,374082
3275,7,5,909353,717401,400139,921212,721164,400051
3276,7,5,902999,765004,429191,914129,768883,429031
3277,7,5,164804,12851,16347,16042,127944,15952
3278,7,5,124424,170627,42341,117575,168159,42053
3279,7,5,151796,13907,71393,146236,136611,71017
3280,7,5,94225,345578,65277,84528,34274,65156
3281,7,5,90394,292694,94329,78994,287941,94093
3282,7,5,98123,367692,120323,87614,364125,120157
3283,7,5,90908,313391,149375,78946,307512,149065
3284,7,5,198151,588877,143259,195483,587964,143321
3285,7,5,161514,530531,172311,157022,527503,172237
3286,7,5,214605,611766,198304,210116,609651,198338
3287,7,5,175366,554014,227356,16738,550203,227272
3288,7,5,409322,800598,22124,406815,800158,22154
3289,7,5,352896,757521,250292,348028,75524,250459
3290,7,5,432486,81613,276286,428331,813944,276572
3291,7,5,375165,775445,305338,369695,77129,305515
3292,7,5,652711,905519,299222,65163,906393,299626
3293,7,5,596543,893016,328274,594312,892823,328579
3294,7,5,674354,908175,354268,67392,907224,354453
3295,7,5,619317,899013,38332,61708,895963,383367
3296,7,5,841842,866362,377204,848839,869642,377141
3297,7,5,805889,888875,406255,809989,889645,406119
3298,7,5,854276,855199,432249,859968,856003,432057
3299,7,5,821076,880815,461301,824707,880071,461006
3300,7,5,906555,746569,484237,917621,750001,484026
3301,7,5,908759,727316,539283,919282,731039,539049
3302,7,5,532372,162557,25522,534175,166523,25256
3303,7,5,264467,92005,19405,262973,9387,19014
3304,7,5,315036,91005,48457,313679,91732,47999
3305,7,5,245551,94781,74451,241615,92666,74095
3306,7,5,294288,90385,103503,289407,84898,103115
3307,7,5,115629,185203,97387,106772,180536,97098
3308,7,5,139946,150828,126439,132049,145422,126062
3309,7,5,108111,200825,152433,9741,193899,152135
3310,7,5,129292,163746,181485,119432,15661,181215
3311,7,5,103356,390246,175369,93628,38556,175194
3312,7,5,9278,334709,204421,79588,327828,204226
3313,7,5,109907,413164,230415,98071,407566,2303
3314,7,5,96006,356576,259466,81913,348833,259344
3315,7,5,232007,634283,25335,22541,630904,2534
3316,7,5,190297,577317,282402,182188,572116,282396
3317,7,5,250299,656355,308396,243379,651382,308531
3318,7,5,206256,600363,337448,198479,594024,337555
3319,7,5,455874,830611,331332,451804,828181,331536
3320,7,5,397848,792454,360384,392122,788689,360478
3321,7,5,479409,843994,386378,475225,840468,386448
3322,7,5,420871,808492,41543,415257,80374,415372
3323,7,5,695419,909475,409314,695062,906297,409214
3324,7,5,641694,903685,438366,639705,898595,438151
3325,7,5,715835,909415,464359,715879,905527,46406
3326,7,5,6636,907016,493411,662652,902291,493008
3327,7,5,865533,842856,487295,872012,843911,487023
3328,7,5,835196,87149,516347,83958,872056,515952
3329,7,5,875576,829373,542341,882425,831841,542053
3330,7,5,848204,86093,571393,853764,863389,571017
3331,7,5,909606,707306,594329,921006,712059,594093
3332,7,5,740239,332799,2586,74594,337454,2684
3333,7,5,668884,261258,2858,67263,263077,2855
3334,7,5,720726,311534,57632,723585,311854,57692
3335,7,5,44989,122871,51515,44958,122953,51162
3336,7,5,508793,14974,80567,507687,145361,8027
3337,7,5,426551,114287,106561,422729,106704,106253
3338,7,5,485185,138086,135613,481108,130534,135371
3339,7,5,22748,98903,129497,220816,93339,129171
3340,7,5,274222,91125,158549,267154,8408,158251
3341,7,5,210314,104357,184543,202291,97811,184321
3342,7,5,254907,93224,213595,24671,85324,213392
3343,7,5,101895,217441,207479,89052,20888,20733
3344,7,5,119869,177781,236531,10782,168445,236381
3345,7,5,97001,234996,262525,83422,225668,26247
3346,7,5,111709,192887,291577,99591,182966,291507
3347,7,5,117753,436371,28546,106307,429681,285489
3348,7,5,100573,378919,314512,8869,370741,314546
3349,7,5,12687,459789,340506,117044,452379,340705
3350,7,5,106468,401664,369558,94728,392316,36975
3351,7,5,269421,677907,363442,261922,67261,363613
3352,7,5,223191,623076,392494,213956,616324,392606
3353,7,5,289309,698869,418488,281542,693453,418576
3354,7,5,241046,64538,44754,23292,638997,447633
3355,7,5,503012,856235,441424,499384,850602,441289
3356,7,5,444157,823505,470476,439755,81722,470277
3357,7,5,526605,867292,49647,524104,860737,496178
3358,7,5,467628,837443,525522,465825,833477,525256
3359,7,5,735533,907995,519405,737027,90613,519014
3360,7,5,684964,908995,548457,686321,908268,547999
3361,7,5,754449,905219,574451,758385,907334,574095
3362,7,5,705712,909615,603503,710593,915102,603115
3363,7,5,884371,814797,597387,893228,819464,597098
3364,7,5,860054,849172,626439,867951,854578,626062
3365,7,5,891889,799175,652433,90259,806101,652135
3366,7,5,870708,836254,681485,880568,84339,681215
3367,7,5,838486,469469,5644,843242,476073,5954
3368,7,5,868105,528447,34696,871077,534098,3509
3369,7,5,824634,445986,6069,827166,44861,60875
3370,7,5,857142,504858,89742,856771,506108,8996
3371,7,5,647104,242479,83626,647908,238495,83491
3372,7,5,70048,290894,112678,700318,286497,112603
3373,7,5,624835,224555,138671,622782,217305,138469
3374,7,5,679568,270949,167723,677513,266263,167442
3375,7,5,403457,106984,161607,397685,99607,161349
3376,7,5,461626,127635,190659,45653,12149,190383
3377,7,5,380683,100987,216653,374273,93993,216409
3378,7,5,438195,118421,245705,432765,111689,245395
3379,7,5,194111,111125,239589,184295,102369,239443
3380,7,5,236406,96674,268641,227195,86959,268462
3381,7,5,178924,119185,294635,1684,109158,294536
3382,7,5,21878,101464,323687,209815,90795,323494
3383,7,5,93445,253431,31757,80473,243264,317657
3384,7,5,104839,209012,346622,93181,198046,346667
3385,7,5,91241,272684,372616,77244,260526,37283
3386,7,5,99281,226105,401668,85548,212531,401829
3387,7,5,137225,48334,395552,126811,474796,39584
3388,7,5,113669,424736,424604,102198,414832,424892
3389,7,5,148786,506947,450598,140592,498833,450922
3390,7,5,122154,448058,47965,11498,439373,480016
3391,7,5,309897,719169,473534,303507,714418,473573
3392,7,5,259761,667201,502586,25406,662546,502684
3393,7,5,331116,738742,52858,32737,736923,52855
3394,7,5,279274,688466,557632,276415,688146,557692
3395,7,5,55011,877129,551515,55042,877047,551162
3396,7,5,491207,85026,580567,492313,854639,58027
3397,7,5,573449,885713,606561,577271,893296,606253
3398,7,5,514815,861914,635613,518892,869466,635371
3399,7,5,77252,901097,629497,779184,906661,629171
3400,7,5,725778,908875,658549,732846,91592,658251
3401,7,5,789686,895643,684543,797709,902189,684321
3402,7,5,745093,906776,713595,75329,914676,713392
3403,7,5,898105,782559,707479,910948,79112,70733
3404,7,5,880131,822219,736531,89218,831555,736381
3405,7,5,902999,765004,762525,916578,774332,76247
3406,7,5,888291,807113,791577,900409,817034,791507
3407,7,5,90722,665291,37754,911225,67252,38138
3408,7,5,903994,643424,928,904266,646187,93056
3409,7,5,909519,697039,121852,910738,700027,122067
3410,7,5,809703,422683,115736,809085,420908,115748
3411,7,5,844993,481253,144788,844872,480001,144704
3412,7,5,793744,399637,170781,792569,39665,170611
3413,7,5,831698,45771,199833,832392,455533,199589
3414,7,5,602152,207546,193717,598328,203088,1934
3415,7,5,65806,251765,222769,655365,24805,222414
3416,7,5,579129,191508,248763,575205,186871,24844
3417,7,5,636026,233406,277815,633306,229348,277476
3418,7,5,358306,96315,271699,351042,87294,271392
3419,7,5,414969,110474,300751,409214,101245,300381
3420,7,5,3364,92984,326745,329162,81866,326432
3421,7,5,392025,103821,355797,386594,95139,355492
3422,7,5,164804,12851,349681,155489,118487,34962
3423,7,5,202089,107578,378733,19249,9545,378646
3424,7,5,151796,13907,404726,14076,126038,404785
3425,7,5,186387,114995,433778,176379,101302,433773
3426,7,5,90394,292694,427662,76606,280087,427953
3427,7,5,95055,244107,456714,8249,231005,456978
3428,7,5,90908,313391,482708,80095,302156,483111
3429,7,5,92174,262959,51176,84158,25254,512131
3430,7,5,161514,530531,505644,156758,523927,505954
3431,7,5,131895,471553,534696,128923,465902,53509
3432,7,5,175366,554014,56069,172834,55139,560875
3433,7,5,142858,495142,589742,143229,493892,58996
3434,7,5,352896,757521,583626,352092,761505,583491
3435,7,5,29952,709106,612678,299683,713503,612603
3436,7,5,375165,775445,638671,377218,782695,638469
3437,7,5,320432,729051,667723,322487,733737,667442
3438,7,5,596543,893016,661607,602315,900393,661349
3439,7,5,538374,872365,690659,54347,87851,690383
3440,7,5,619317,899013,716653,625727,906007,716409
3441,7,5,561805,881579,745705,567235,888311,745395
3442,7,5,805889,888875,739589,815705,897631,739443
3443,7,5,763594,903326,768641,772805,913041,768462
3444,7,5,821076,880815,794635,8316,890842,794536
3445,7,5,78122,898536,823687,790185,909205,823494
3446,7,5,906555,746569,81757,919527,756736,817657
3447,7,5,895161,790988,846622,906819,801954,846667
3448,7,5,908759,727316,872616,922756,739474,87283
3449,7,5,900719,773895,901668,914452,787469,901829
3450,7,5,899427,621081,147846,900665,621781,14787
3451,7,5,908326,676023,176898,910724,677451,176896
3452,7,5,893532,598336,202892,896447,597871,202763
3453,7,5,905775,654422,231944,910078,654494,231854
3454,7,5,776809,376924,225827,776037,373569,225576
3455,7,5,8173,434308,254879,818608,431347,254632
3456,7,5,758954,35462,280873,758304,350944,280646
3457,7,5,801849,411123,309925,802128,408324,309717
3458,7,5,555843,176495,303809,551934,170005,303479
3459,7,5,61354,215932,332861,61079,211202,332538
3460,7,5,532372,162557,358855,528461,157396,358591
3461,7,5,590678,199402,387907,587975,194677,387661
3462,7,5,315036,91005,381791,307814,79465,381603
3463,7,5,369441,98484,410843,363738,87356,0
3464,7,5,294288,90385,436837,286757,77547,436727
3465,7,5,347289,94481,465889,341389,83031,46578
3466,7,5,139946,150828,459772,129709,138085,459926
3467,7,5,171727,123691,488824,163213,110574,488915
3468,7,5,129292,163746,514818,121321,151922,515122
3469,7,5,158158,133638,54387,151311,121781,544139
3470,7,5,9278,334709,537754,88775,32748,538138
3471,7,5,90647,282599,566806,88078,276694,567203
3472,7,5,96006,356576,5928,95734,353813,593056
3473,7,5,90481,302961,621852,89262,299973,622067
3474,7,5,190297,577317,615736,190915,579092,615748
3475,7,5,155007,518747,644788,155128,519999,644704
3476,7,5,206256,600363,670781,207431,60335,670611
3477,7,5,168302,54229,699833,167608,544467,699589
3478,7,5,397848,792454,693717,401672,796912,6934
3479,7,5,34194,748235,722769,344635,75195,722414
3480,7,5,420871,808492,748763,424795,813129,74844
3481,7,5,363974,766594,777815,366694,770652,777476
3482,7,5,641694,903685,771699,648958,912706,771392
3483,7,5,585031,889526,800751,590786,898755,800381
3484,7,5,6636,907016,826745,670838,918134,826432
3485,7,5,607975,896179,855797,613406,904861,855492
3486,7,5,835196,87149,849681,844511,881513,84962
3487,7,5,797911,892422,878733,80751,90455,878646
3488,7,5,848204,86093,904726,85924,873962,904785
3489,7,5,813613,885005,933778,823621,898698,933773
3490,7,5,909606,707306,927662,923394,719914,927953
3491,7,5,904945,755893,956714,91751,768995,956978
3492,7,5,886331,575264,257937,891202,573928,257836
3493,7,5,901877,632308,286989,907912,632074,286895
3494,7,5,877846,551942,312983,881373,550249,312934
3495,7,5,896644,609754,342035,903238,609834,341951
3496,7,5,740239,332799,335919,739313,329166,335749
3497,7,5,785395,388234,364971,786423,38542,364814
3498,7,5,720726,311534,390965,719758,307796,390843
3499,7,5,767993,365717,420017,768267,36263,419918
3500,7,5,508793,14974,413901,505363,143049,413745
3501,7,5,567514,18387,442953,565208,178345,442829
3502,7,5,485185,138086,468947,481678,131497,468911
3503,7,5,544126,169389,497999,542087,164928,497972
3504,7,5,274222,91125,491882,266811,77632,491935
3505,7,5,325646,91825,520934,319802,7945,52101
3506,7,5,254907,93224,546928,247755,79172,547213
3507,7,5,304581,90525,57598,29876,77065,57627
3508,7,5,119869,177781,569864,115181,168989,570259
3509,7,5,145724,144801,598916,141682,136042,599275
3510,7,5,111709,192887,62491,107843,186442,625214
3511,7,5,134467,157144,653962,129494,149398,654251
3512,7,5,100573,378919,647846,99335,378219,64787
3513,7,5,91674,323977,676898,89276,322549,676896
3514,7,5,106468,401664,702892,103553,402129,702763
3515,7,5,94225,345578,731944,89922,345506,731854
3516,7,5,223191,623076,725827,223963,626431,725576
3517,7,5,1827,565692,754879,181392,568653,754632
3518,7,5,241046,64538,780873,241696,649056,780646
3519,7,5,198151,588877,809925,197872,591676,809717
3520,7,5,444157,823505,803809,448066,829995,803479
3521,7,5,38646,784068,832861,38921,788798,832538
3522,7,5,467628,837443,858855,471539,842604,858591
3523,7,5,409322,800598,887907,412025,805323,887661
3524,7,5,684964,908995,881791,692186,920535,881603
3525,7,5,630559,901516,910843,636262,912644,91063
3526,7,5,705712,909615,936837,713243,922453,936727
3527,7,5,652711,905519,965889,658611,916969,96578
3528,7,5,860054,849172,959772,870291,861915,959926
3529,7,5,828273,876309,988824,836787,889426,988916
3530,7,5,868105,528447,368029,872502,527088,36798
3531,7,5,890093,586836,397081,897439,586944,397008
3532,7,5,857142,504858,423075,860249,502988,423053
3533,7,5,882247,563629,452127,888214,563307,452064
3534,7,5,70048,290894,446011,699661,286912,446004
3535,7,5,749701,343645,475063,750539,340829,475045
3536,7,5,679568,270949,501057,67896,267528,50112
3537,7,5,730579,322093,530109,730872,319637,5302
3538,7,5,461626,127635,523992,458695,121082,524099
3539,7,5,520591,156006,553044,518699,150596,553199
3540,7,5,438195,118421,579038,435518,110314,579349
3541,7,5,496988,143765,60809,496069,138257,608391
3542,7,5,236406,96674,601974,230089,83654,602418
3543,7,5,284165,90585,631026,278556,77927,631491
3544,7,5,21878,101464,65702,212838,90619,657503
3545,7,5,264467,92005,686072,260113,82808,68657
3546,7,5,104839,209012,679956,101512,205042,68014
3547,7,5,124424,170627,709008,121913,167422,70928
3548,7,5,99281,226105,735002,96816,225233,735127
3549,7,5,115629,185203,764054,113268,184646,764228
3550,7,5,113669,424736,757937,108798,426072,757836
3551,7,5,98123,367692,786989,92088,367926,786895
3552,7,5,122154,448058,812983,118627,449751,812934
3553,7,5,103356,390246,842035,96762,390166,841951
3554,7,5,259761,667201,835919,260687,670834,835749
3555,7,5,214605,611766,864971,213577,61458,864814
3556,7,5,279274,688466,890965,280242,692204,890843
3557,7,5,232007,634283,920017,231733,63737,919918
3558,7,5,491207,85026,913901,494637,856951,913745
3559,7,5,432486,81613,942953,434792,821655,942829
3560,7,5,514815,861914,968947,518322,868503,968911
3561,7,5,455874,830611,997999,457913,835072,997972
3562,7,5,725778,908875,991882,733189,922368,991935
3563,7,5,909519,697039,455185,920982,699982,455056
3564,7,5,844993,481253,478121,848461,479811,478146
3565,7,5,87313,540211,507173,878753,54001,507149
3566,7,5,831698,45771,533167,833531,456519,533222
3567,7,5,862775,51666,562219,866516,517005,562216
3568,7,5,65806,251765,556103,657654,248256,556304
3569,7,5,710691,301131,585155,711736,299194,585306
3570,7,5,636026,233406,611148,636341,230884,611425
3571,7,5,690103,280831,6402,691584,280023,64041
3572,7,5,414969,110474,634084,412634,101588,634524
